,Jet.PT[0],Jet.PT[1],Jet.PT[2],Jet.PT[3],Jet.Phi[0],Jet.Phi[1],Jet.Phi[2],Jet.Phi[3],Jet.Eta[0],Jet.Eta[1],Jet.Eta[2],Jet.Eta[3],Jet.Mass[0],Jet.Mass[1],Jet.Mass[2],Jet.Mass[3],MissingET.MET,MissingET.Phi,MissingET.Eta,HT,DPhi_J0_J1,DPhi_MET_J0,DPhi_MET_J1,DPhi_MET_J2,DPhi_MET_J3,InvMass_J0_J1,InvMass_J0_J2,InvMass_J0_J3,InvMass_J1_J2,InvMass_J1_J3,InvMass_J2_J3,max_inv_mass
5894,111.71172,71.38024,62.376934,40.476646,-0.8009689,2.5802495,2.623694,-0.25379932,-2.3135674,3.2467313,1.2891105,0.40549144,8.610998,11.579041,3.4302654,-8.2590617e-07,12.01639461517334,-2.2412965297698975,-2.1341545581817627,285.94556,2.901967,1.4403276443481445,-1.4616392294513147,-1.4181948343860071,1.9874972105026245,1445.1238,519.0737,247.44987,153.35886,235.22157,109.741234,1445.123779296875
5901,126.40612,84.5117,77.52522,41.922264,-2.911076,0.17972092,1.2106054,-2.1151326,3.222422,-2.4338295,-1.647752,-2.8682644,17.05224,10.818755,5.8155556,0.0,17.186565399169922,-1.4491455554962158,-2.085369110107422,330.36533,-3.090797,-1.461930513381958,1.6288664788007736,2.6597509384155273,-0.6659870147705078,1754.5164,1135.3121,1527.6632,104.44406,112.53972,135.85643,1754.516357421875
5918,279.94974,257.05792,189.48311,89.82274,1.4461586,-1.1787201,-2.5901666,1.3013227,-1.3917079,2.8062153,-0.28299078,-0.50500256,7.6293945e-06,29.39729,19.135986,-1.3486991e-06,12.260649681091309,-1.9501532316207886,-4.828299045562744,816.31354,2.624879,-2.886873428021566,0.7714331150054932,-0.6400133371353149,-3.031709376965658,2217.2805,496.10065,147.06184,1030.3582,819.30884,245.65302,2217.280517578125
5922,282.3764,259.7099,107.29232,57.7007,-2.12416,0.93908215,1.1927757,-0.16884722,2.0241375,-0.6256321,-3.633547,-0.50146896,22.189062,-3.8146973e-06,10.26585,12.493086,22.08515739440918,-3.070753574371338,4.160708427429199,707.0793,-3.0632422,0.9465935230255127,-2.2733495871173304,-2.019656006489889,2.901906356215477,1090.7788,2956.5034,469.49973,715.3174,133.10706,380.386,2956.50341796875
5966,234.10901,104.46756,98.16189,59.337933,-1.4608873,1.754219,1.0435107,2.014746,2.8262975,-0.27109274,0.468821,-3.3626637,21.835379,3.79569,1.9073486e-06,5.103346,10.792451858520508,-0.5885665416717529,-6.252251625061035,496.0764,3.068079,-0.8723207712173462,2.342785596847534,1.6320772171020508,2.6033124923706055,769.5083,531.40735,2607.0952,104.25592,353.42264,512.1351,2607.09521484375
6003,276.44455,181.56616,101.451324,40.614887,-1.354672,1.8319885,1.3527915,-1.8366945,2.1801298,-0.76187235,3.4995258,3.1147118,2.6428997e-05,7.914431,13.418175,3.500706,13.405451774597168,2.725792646408081,-5.851940631866455,600.0769,3.0965252,2.2027207056628626,-0.8938041925430298,-1.3730010986328125,1.7206981817828577,1026.9697,404.50156,114.65056,1128.9089,607.43604,131.82185,1128.908935546875
6096,333.52625,230.59485,99.30502,72.42837,-0.7488467,2.272388,2.8672807,2.4137704,1.5517397,-1.6826946,0.96803725,1.7959565,1.0789593e-05,23.952963,13.677058,9.36809,22.408222198486328,0.5294930934906006,-4.032497882843018,735.8545,-3.0212348,-1.2783398032188416,1.7428948879241943,2.337787628173828,1.88427734375,1452.5592,371.46466,313.80536,538.271,714.11285,85.35642,1452.5592041015625
6124,261.4072,253.62463,67.95008,,-1.6844776,1.4125993,2.209208,,-2.177733,0.45904365,1.0987401,,23.219738,-3.8146973e-06,16.795462,,20.898921966552734,-0.8680816292762756,4.356814384460449,582.98193,-3.097077,-0.8163959383964539,2.2806809544563293,3.077289640903473,,1031.4836,707.6554,,136.5425,,,1031.483642578125
6182,473.4023,270.4402,184.26645,50.497185,1.1855116,-1.9946667,-1.813874,2.7228005,-0.56571114,1.7983129,2.4303977,-0.9387278,23.561876,16.333023,25.476746,4.623619,38.47496795654297,-0.5951688289642334,-3.2536346912384033,978.6062,-3.1030073,1.7806804180145264,-1.3994978666305542,-1.218705177307129,-2.9652159849749964,1277.1609,1387.4326,224.4637,154.83298,460.62003,524.33765,1387.4326171875
6187,110.531265,59.732418,58.838272,,1.6691326,-1.3023784,-1.7095013,,-3.8857374,3.4601762,-0.45384,,11.059515,7.6489353,-1.3486991e-06,,18.924684524536133,2.9481699466705322,5.0337347984313965,229.10196,2.971511,-1.279037356376648,2.0326369444476526,1.6255140940295618,,3200.935,462.78073,,412.015,,,3200.93505859375
6200,388.80246,192.46434,142.87192,109.65627,0.72794855,-2.9772046,-2.3336513,-2.0275292,2.063864,-0.6672943,-0.61741865,-3.3771644,35.378315,-2.6973983e-06,2.5494359,11.913889,33.32936477661133,-1.2526910305023193,-1.537887454032898,833.7949,-2.5780325,1.9806395769119263,-1.7245135307312012,-1.0809602737426758,-0.7748382091522217,1132.0482,962.9265,3149.1152,105.2841,542.35895,467.77023,3149.115234375
6314,100.72437,87.14849,45.716846,36.9235,0.85770935,-1.530473,3.0947063,2.6734974,3.0132885,-0.00399777,-4.078658,-0.14758576,21.085617,5.250895,7.2358885,1.9000156,15.571757316589355,-0.7025664448738098,-2.4431464672088623,270.5132,2.3881824,1.5602757930755615,-0.8279065489768982,-2.485912565385,-2.9071214238749903,439.83322,2354.3403,300.43832,485.45004,98.419426,288.3821,2354.34033203125
6402,502.9459,454.62122,131.6486,71.264565,0.037273187,-2.786958,1.6329978,3.0526764,-0.29391834,0.86827606,2.1081488,0.6178121,46.059216,7.6293945e-06,8.540753,6.6108828,7.943714618682861,2.4581172466278076,-5.122367858886719,1160.4802,2.8242311,-2.4208440594375134,1.038110081349508,-0.8251194953918457,0.5945591926574707,1114.2963,863.2243,421.2998,508.70428,93.18136,203.32387,1114.2962646484375
6489,289.09772,170.51897,63.63737,48.178516,-0.3464347,2.9287984,-3.0669978,2.4337516,1.2011083,-1.9309295,-2.834749,-3.7220824,18.495562,2.635374,0.0,7.7855597,16.48328399658203,1.682958722114563,5.0562238693237305,571.4326,3.0079522,-2.029393434524536,1.2458397150039673,1.5332288185702723,0.7507928609848022,1109.2892,1037.1786,1393.397,101.92093,190.5,66.73455,1393.39697265625
6509,237.42094,224.24548,49.8728,28.377428,1.6901937,-1.5410702,-0.9264475,0.08647448,-1.578814,1.259274,2.2684581,0.9323169,29.85407,2.5381477,11.731236,-4.7683716e-07,15.412490844726562,2.423800230026245,-3.717926263809204,539.9167,-3.0519216,-0.7336065769195557,2.318314854298727,2.932937566434042,-2.3373257517814636,1010.0608,759.8666,291.44553,129.89418,118.921326,66.47444,1010.060791015625
6522,581.63403,530.4278,82.38657,35.09371,1.9582576,-1.1152107,-1.7632354,2.7890837,-0.4588915,0.6127652,-1.625752,-0.7042295,34.475048,64.72686,9.540145,3.5420527,57.713199615478516,0.2305326908826828,3.5973193645477295,1229.5421,3.0734682,1.727724865078926,-1.3457433432340622,-1.9937681406736374,2.5585510283708572,1277.88,500.94864,126.4824,592.31793,325.6548,97.580376,1277.8800048828125
6544,275.41385,186.21098,146.12425,27.593578,-3.0600383,0.42028722,0.10551288,1.047135,-1.4918985,1.7412351,-0.3869372,1.3221756,29.366974,15.569383,9.125362,4.3141427,38.64792251586914,-1.34355628490448,-3.462885856628418,635.34265,2.80286,-1.7164820432662964,1.7638435065746307,1.4490691646933556,2.3906912803649902,1183.8185,465.61374,370.1612,425.12192,57.781105,135.80074,1183.8184814453125
6545,525.7588,525.22455,35.679626,,1.8735646,-1.1726468,-2.8349817,,0.09797766,-1.1645304,-2.3639822,,77.457504,58.029743,11.34694,,25.811323165893555,2.6218879222869873,2.760791063308716,1086.6631,3.0462112,-0.7483233213424683,2.488650623952047,0.8263157049762171,,1274.9935,479.99255,,275.81357,,,1274.9935302734375
6697,111.86129,111.26407,34.09856,25.146023,1.0797168,-2.1923783,-0.79696965,1.6767826,1.0657355,-1.7770467,-4.8714223,-1.1172675,10.298754,3.6383028,7.149397,1.0243565,4.016220569610596,-2.877263307571411,6.982676982879639,282.36996,-3.0110903,-2.3262051979648035,0.6848850250244141,2.080293655395508,-1.7291393915759485,489.23242,1203.6787,144.08101,287.66562,105.174034,195.15634,1203.6787109375
6776,482.68158,211.10147,150.31172,146.22862,1.9540082,-1.1601708,-1.4651049,-0.619381,0.9830317,-1.3071343,-2.0654395,-1.1487725,26.626093,3.2396834,25.851597,4.5609365,29.658584594726562,-2.1804914474487305,-2.956671953201294,990.3234,3.1141791,-2.148685638104574,1.0203206539154053,0.7153865098953247,1.5611104369163513,1105.2343,1294.3738,850.5289,152.39197,98.273056,188.74686,1294.373779296875
6858,389.75644,279.22858,111.92115,34.41757,-1.447686,1.5333953,2.2178345,0.8586547,1.821164,-1.4632376,-1.0580355,-0.8916651,22.356401,7.780894,9.788378,-6.7434956e-07,5.092112064361572,-2.771324396133423,-5.848125457763672,815.32367,-2.9810812,1.3236384391784668,-1.9784656206714075,-1.2940264383899134,-2.653206233178274,1767.7405,925.0879,470.736,140.6746,86.62004,79.46439,1767.740478515625
6888,94.11433,51.510967,41.538475,34.90303,0.020998254,2.8821049,-1.3167155,1.8327157,3.2716181,-4.2625575,-3.5346186,0.18620074,18.148836,6.8321214,10.00491,-4.7683716e-07,19.524940490722656,-2.353665351867676,4.718236923217773,222.06679,-2.8611066,2.374663606286049,-1.0474150816546839,1.036949872970581,-2.09680420557131,3013.3357,1879.0859,271.87933,89.384,389.91602,250.82806,3013.335693359375
6897,361.88434,326.55334,46.999672,27.436707,2.3948505,-0.6963964,-0.900847,1.9346542,0.23616667,-1.7321602,-1.0609505,-4.7965245,23.263523,1.0789593e-05,-1.3486991e-06,3.6903424,4.069889068603516,0.6630080938339233,7.174237251281738,762.8741,3.0912468,1.7318423986434937,-1.3594045042991638,-1.5638551115989685,1.2716461420059204,1049.0266,318.03073,1227.9236,88.416275,456.0636,237.80296,1227.923583984375
6900,295.31763,217.98956,143.79446,98.931564,1.910462,-1.4419926,-1.7738633,1.204569,2.771047,-0.62925464,0.7219468,-0.07951165,16.439646,24.883682,6.786607,17.655289,22.792234420776367,-0.28220659494400024,-5.435829162597656,756.03326,-2.9307308,2.192668616771698,-1.1597860455513,-1.4916567206382751,1.4867755770683289,1436.6964,639.2965,685.9752,266.58356,299.5934,259.06763,1436.6964111328125
6912,166.77547,129.6406,55.03071,36.16655,-0.60229987,2.09288,-2.7396648,0.6723198,-0.13416894,3.5735497,-3.1602252,0.3059685,8.281035,18.128723,3.8383543,3.99434,24.59265899658203,3.011629104614258,-5.13079833984375,387.61334,-2.69518,2.669256333504812,-0.9187490940093994,0.531891409550802,-2.339309275150299,960.30206,447.05246,99.5022,2448.2158,350.94656,260.61563,2448.2158203125
6926,135.46074,95.30849,62.808533,56.40956,0.42997414,-2.437316,2.2137508,-1.3404665,3.0537407,-0.41748238,-0.026319055,-3.0975688,19.128012,1.3486991e-06,7.2338514,5.7690554,21.26378059387207,-0.19150175154209137,-4.37736701965332,349.9873,2.86729,0.6214758902788162,-2.2458141893148422,2.40525259077549,-1.148964747786522,664.12415,436.7495,1894.7235,117.35503,271.88336,289.27927,1894.7235107421875
6944,136.35933,98.54442,89.803055,82.787674,0.91509444,-2.5266888,-2.472516,1.1098901,-0.16316764,2.247404,-0.9652254,-3.2337034,10.160067,13.962696,20.551563,11.760115,29.476795196533203,-0.7652757167816162,3.9074950218200684,407.49445,-2.8414023,1.6803701519966125,-1.7614130973815918,-1.707240343093872,1.8751658201217651,421.0511,240.02246,471.9448,452.4219,1405.035,299.86832,1405.0350341796875
7028,394.56656,376.53186,,,-0.7798373,2.287339,,,0.6676869,-1.3571439,,,95.43678,27.506124,,,24.04141616821289,-2.273632049560547,2.8179140090942383,771.0984,-3.0671763,1.4937947392463684,-1.7222142855273646,,,1210.8348,,,,,,1210.8348388671875
7043,716.9506,595.5392,405.02313,25.408518,-1.007715,1.3533055,2.9858372,-2.0764248,-0.55908084,1.0751997,-0.33454025,-1.1610895,15.86059,112.6924,30.76673,5.000675,122.24900817871094,-2.775177240371704,0.7766716480255127,1742.9215,-2.3610206,1.7674622535705566,-2.15470260778536,-0.5221708456622522,0.6987524032592773,1703.7175,990.48944,162.66199,1047.7389,431.3889,149.25562,1703.717529296875
7159,142.51588,113.782776,82.70997,75.044495,0.31957293,-2.6934314,0.054506924,-2.5811806,2.352408,-1.7510856,-1.630877,1.8691039,10.945569,0.0,8.353438,20.344685,7.890818119049072,2.0747101306915283,-4.849409103393555,414.0531,3.0130043,-1.7551372051239014,1.5150437990771692,-2.0202032066881657,1.6272946039782923,1007.2233,781.56213,215.72495,191.09576,550.5543,466.3847,1007.2233276367188
7175,101.081825,74.599686,48.207794,26.576443,-0.16497502,2.232652,2.911359,-1.5567906,1.1083851,-0.58509016,-4.549305,1.1986871,3.4896388,1.5395652,8.1644125,0.0,24.21987533569336,-1.0019629001617432,5.361635684967041,250.46576,-2.3976269,0.8369878828525543,-3.04857045808901,-2.3698633352862757,-0.5548276901245117,231.33849,1185.7559,66.73708,429.01166,123.69119,634.3678,1185.755859375
7232,126.45128,119.235054,72.23959,43.959373,1.1389225,-2.60557,-0.74480385,1.2586154,1.3271233,-3.2079518,-1.7282442,1.9594761,19.232288,21.112177,0.0,8.319141,39.71254348754883,-1.5887413024902344,3.5683796405792236,361.8853,-2.538693,2.72766375541687,-1.0168287754058838,0.8439374566078186,2.847356677055359,1197.375,447.94025,56.195946,212.65817,963.73584,360.24966,1197.375
7246,423.48175,323.36765,143.7497,30.980995,0.09330151,-3.0746675,-3.1101038,0.2324444,0.5230641,-1.6705294,3.2665067,-3.705978,92.143456,29.75729,12.153275,7.1760163,14.389161109924316,-0.5618676543235779,-4.27340030670166,921.5801,-3.1152165,0.655169166624546,-2.5127997994422913,-2.5482361912727356,0.794312059879303,1241.9443,1055.005,945.7689,2527.5,315.2852,2181.8455,2527.5
7299,118.83825,80.480156,39.02578,,2.1916475,-0.8399196,-0.78281575,,-3.779791,0.9187281,3.3238983,,12.824728,7.5241356,6.1912584,,14.164519309997559,1.3059366941452026,5.42320442199707,238.34418,3.031567,0.8857108354568481,-2.1458563208580017,-2.0887524485588074,,1034.6876,2377.2153,,170.81798,,,2377.21533203125
7304,324.19818,219.4226,203.60442,60.489056,-0.8430252,2.3212583,2.1393125,3.0341928,-2.6308198,0.8477668,-1.2800697,-0.7165149,35.218143,19.790455,-5.3947965e-06,1.6219022,47.93427276611328,-0.31758010387420654,4.088636875152588,807.7143,3.118902,-0.5254451036453247,2.6388384103775024,2.4568926095962524,-2.931412402783529,1566.8303,635.3857,407.8425,541.72943,215.94907,115.12636,1566.830322265625
7307,130.66653,125.10703,26.034966,25.513607,-2.0065024,0.9819013,2.2630947,-0.7168134,1.11013,-3.1721933,-3.7366104,-2.5528321,6.8942156,0.0,3.1320083,0.9785849,5.552839279174805,-2.5224738121032715,6.581106662750244,307.32214,-2.9884038,0.5159714221954346,-2.778810207043783,-1.4976168314563196,1.8056604266166687,1102.9921,660.50507,358.13477,75.86666,92.04482,60.8379,1102.9920654296875
7361,675.6164,353.43674,211.07623,139.29584,-2.2375705,0.56824183,0.8334638,1.2321496,0.80581087,-1.094335,-0.39291516,2.3165505,94.73558,48.560318,23.66958,10.224054,34.832305908203125,-2.8875908851623535,-3.7591888904571533,1379.4253,-2.8058124,0.6500203609466553,-2.82735258737673,-2.562130633984701,-2.1634448210345667,1450.5651,902.44,800.95685,220.74278,1191.9861,625.99493,1450.5650634765625
7405,235.93846,198.49948,65.12796,62.48768,-1.6240493,1.3886892,1.0105032,-1.1808707,1.5232139,-1.8455087,0.20397304,2.6106663,14.551353,12.619954,1.3486991e-06,10.716143,9.344671249389648,2.63779616355896,-1.6234060525894165,562.0536,-3.0127385,2.0213398377047938,-1.249107003211975,-1.6272929906845093,2.4645184914218348,1206.3873,297.80673,150.69547,279.61157,1044.1412,224.48775,1206.3873291015625
7428,565.9133,477.61584,158.25633,89.53507,-2.4045966,1.0729045,-0.28531474,0.41072482,-0.3434395,0.43588996,-1.2703267,2.6010964,104.196304,101.53335,33.19857,19.024874,91.34193420410156,-2.934088706970215,-2.0697643756866455,1291.3206,2.8056846,0.5294921398162842,-2.2761921326266688,2.648773968219757,-2.938371781502859,1125.1809,612.1639,1041.1293,646.0885,577.0786,814.048,1125.180908203125
7444,415.22125,213.8728,180.70941,110.96765,1.833853,-1.1442662,-0.90596235,-2.7656662,-0.7518314,2.667693,-0.23320237,1.4324601,41.876057,18.622976,19.310452,10.160606,28.731216430664062,0.1422683745622635,-4.361262798309326,920.7711,2.9781194,1.6915846318006516,-1.286534622311592,-1.0482307225465775,-2.907934620976448,1702.5914,559.1403,654.06775,796.1865,303.44562,349.75363,1702.5914306640625
7472,198.3705,128.61166,100.82376,34.755173,2.489415,-1.1524656,0.38667864,0.029080657,2.0829208,-3.0483923,-0.8405189,-2.379898,11.094796,21.062662,1.9073486e-06,4.596272,32.157691955566406,-1.7087793350219727,4.766310691833496,462.5611,-2.641305,-2.0849910418139856,0.5563137531280518,2.095457971096039,1.7378599923104048,2088.952,627.3915,780.3952,345.0326,91.09747,102.75502,2088.951904296875
7542,125.74451,106.78007,99.241646,51.146957,-2.6218615,0.18435726,1.1241825,-3.0043895,2.349053,-2.221626,-1.8142712,-2.4603214,9.225543,4.1833763,3.5804324,7.922038,14.357791900634766,-2.002566337585449,2.4191172122955322,382.91315,-2.8062186,-0.6192951202392578,2.1869235932826996,3.12674880027771,-1.0018231868743896,1150.1589,907.2552,881.6419,102.643196,149.46886,134.51382,1150.158935546875
7543,527.98157,331.91803,176.77744,161.34103,-1.9946764,1.1057016,-0.06534392,2.5364337,0.12696056,-1.0084617,2.0612698,0.7007996,103.15923,17.49257,14.377693,19.074984,9.971092224121094,-3.015730857849121,-4.183291912078857,1198.0181,-3.100378,1.0210545063018799,-2.1617528835879725,2.950386941432953,-0.731020752583639,986.62756,865.90375,495.8887,1105.3416,540.66907,411.48572,1105.341552734375
7580,90.22366,67.93981,29.555449,25.60548,2.3164465,-1.216482,0.19687556,-1.3310926,-1.0661156,2.981427,-4.7313237,-2.094261,-1.9073486e-06,7.08061,5.958442,2.6973983e-06,14.760621070861816,1.4623578786849976,5.145175933837891,213.32442,-2.750257,0.8540886640548706,-2.678839921951294,-1.265482321381569,-2.7934504747390747,602.0557,327.19717,106.428215,2119.161,524.4966,102.959946,2119.160888671875
7587,79.18545,73.46846,61.71457,48.68891,0.24603753,3.0190816,-0.5544933,1.4279208,-3.417209,1.2542498,-1.1355764,2.8185263,10.608512,12.881245,1.9073486e-06,8.295588,21.175403594970703,-2.0006585121154785,-0.1611187607049942,263.05737,-2.773044,2.246696040034294,-1.2634452025042933,1.4461652040481567,-2.8546059767352503,796.4116,204.13629,1402.2816,241.69524,136.87529,399.05695,1402.2816162109375
7604,262.68576,146.6168,144.7826,35.973614,0.26707473,-2.5671415,-3.012982,0.37623566,2.4563653,-2.0460515,-1.4519943,-2.5745106,30.225899,4.5959835,-3.8146973e-06,5.566224,15.856416702270508,2.2401020526885986,-4.19577169418335,590.0588,2.8342164,-1.9730273187160492,1.4759417215930384,1.0301013628589075,-1.86386638879776,1884.2769,1404.2327,1195.4108,109.07452,150.11475,166.9448,1884.27685546875
7605,172.10095,123.85855,95.13211,64.244865,1.5089308,-1.7778305,-2.2287364,0.97322947,-2.301581,1.8614461,-2.741223,-3.4205744,9.515744,8.103653,10.240552,12.267297,15.029544830322266,-1.1554268598556519,5.712540149688721,455.3365,-2.9964242,2.6643576622009277,-0.622403621673584,-1.0733095407485962,2.128656327724457,1188.5934,251.90077,137.56998,1074.5251,1257.3478,166.92213,1257.3477783203125
7612,123.265274,87.227974,36.618958,23.527273,-0.41162476,2.814828,2.8186872,1.8338834,-2.7441022,0.94286126,4.0479674,-0.69633824,6.4295716,1.9073486e-06,6.088178,-3.3717478e-07,13.008938789367676,-1.3632781505584717,3.260915756225586,270.6395,3.056733,0.951653391122818,-2.105079237614767,-2.10121995607485,-3.086023751889364,671.57086,2007.4578,162.84213,255.0767,93.201454,313.22256,2007.457763671875
7654,161.74226,108.60594,58.40701,56.966152,-1.2446975,2.047986,-1.1290104,0.037250947,1.357082,-0.2837524,3.702757,-3.1599412,3.2719634,13.047192,11.100717,6.1478844,46.440467834472656,1.4895843267440796,-4.201364517211914,385.72137,2.9905019,-2.7342817783355713,0.5584017038345337,-2.618594765663147,-1.4523333795368671,359.80054,284.55536,915.7418,597.1392,341.5226,1782.7832,1782.783203125
7670,288.7757,171.56648,112.35008,25.538082,-2.5607474,0.6330883,0.16146246,1.4242383,0.015635528,-2.5653799,2.9466217,-0.8226821,7.2096176,28.990383,13.944042,6.3387794,3.991530418395996,-1.9543118476867676,4.78140926361084,598.23035,3.0893497,-0.6064355373382568,2.5874001383781433,2.115774303674698,-2.9046351353274744,870.9306,818.3431,174.58788,2177.449,147.7591,352.3911,2177.448974609375
7685,131.24785,117.10446,80.18314,50.411346,1.4423318,-2.3750932,-0.59288156,-0.45021516,-1.0155108,2.8827999,-0.583374,-3.2967947,3.3466704,23.514748,2.581891,5.3091545,11.234726905822754,2.4671874046325684,-4.845251560211182,378.9468,-2.4657605,-1.024855613708496,1.4409046808825892,-3.060068964958191,-2.9174025654792786,884.89703,180.30145,264.0356,552.7408,1689.7411,230.89256,1689.7410888671875
7694,229.99261,228.48409,75.3274,43.91505,-0.63542676,2.2985294,-3.0886705,-0.5033956,1.0887882,-3.554149,-0.876938,-1.1986046,14.695346,11.688053,0.0,9.536743e-07,17.616153717041016,-1.4233551025390625,6.123105049133301,577.7191,-2.9339561,0.7879283428192139,-2.561300818120138,-1.6653153896331787,0.9199594855308533,2358.6453,391.36002,284.1489,479.73535,354.69565,112.15882,2358.645263671875
7707,198.93231,163.79576,32.476242,,2.3052099,-0.88881,-0.9608397,,1.9803085,-1.3590764,4.684934,,0.0,8.6833,7.299167,,15.459795951843262,0.9061787128448486,-5.823611736297607,395.20435,-3.0891657,1.399031162261963,-1.7949886918067932,-1.8670184016227722,,992.6767,331.52075,,1494.1602,,,1494.16015625
7770,370.28882,211.75854,160.82474,149.05971,-2.469051,1.326985,1.0895097,0.29162908,-1.8654431,2.7579668,0.608585,0.39134747,64.07295,32.578606,0.0,20.250505,23.407875061035156,2.94675350189209,-5.160574913024902,891.93176,2.4871497,0.8673809210406702,-1.619768500328064,-1.8572437763214111,-2.6551244258880615,2849.9587,908.5975,802.2921,480.76685,559.55945,128.4582,2849.958740234375
7782,204.98833,178.60342,64.87931,55.41528,-0.35478383,2.3543754,-1.5976506,2.3991432,0.6532709,-0.451506,0.6085614,-4.3008604,0.0,-2.6973983e-06,13.310864,1.9714334,21.6684627532959,-2.4315972328186035,4.9516377449035645,503.88632,-2.7091591,2.0768133997917175,-1.4972127119647425,0.8339465856552124,-1.452444855366842,434.88605,137.13295,1277.2751,232.50992,667.2683,704.9555,1277.275146484375
7793,98.841644,96.236046,43.91643,28.9162,-1.223099,1.5396961,-2.3230538,1.5771369,-3.7288756,1.282362,2.212643,4.208109,13.123733,8.54906,3.0648873,6.547158,20.16863441467285,2.2867274284362793,4.57068395614624,267.91034,-2.762795,2.7733588854419153,-0.7470313310623169,1.6734040419207972,-0.7095905542373657,1202.6984,1283.7773,2829.382,137.47972,216.76225,107.06773,2829.382080078125
7810,56.826065,56.402393,50.38793,39.23077,0.39603618,-2.089523,1.9432251,-1.631704,-4.183862,2.4236665,0.7221649,1.5497031,8.484021,4.8596115,3.453046,1.9073486e-06,24.188241958618164,1.396860957145691,5.035202980041504,202.84717,2.4855592,-1.0008247792720795,2.796801273022787,0.5463641881942749,-3.028564929962158,1542.4677,622.223,831.30457,140.6098,47.821445,94.89065,1542.4676513671875
7970,110.019356,61.767525,61.208668,59.142693,0.30856052,-2.0740063,2.9729736,-2.5283833,-2.8607798,3.265599,2.4166489,3.8307688,11.073357,4.4757733,4.100204,8.55751,21.19782066345215,-0.7053905129432678,-4.456885814666748,292.13824,2.382567,1.0139510333538055,-1.3686158061027527,-2.6048212091075342,-1.822992742061615,1766.6392,1153.7825,2292.2805,89.753136,45.940178,103.95312,2292.280517578125
7980,366.59048,249.46754,130.05891,93.5231,-1.6084043,1.32738,0.89208585,2.425381,-0.41020265,1.996791,-0.74111485,-1.2760569,7.753971,21.58946,12.795838,18.365574,5.927495002746582,-2.563934564590454,-5.052623271942139,839.64,-2.9357843,0.9555302858352661,-2.3918708006488245,-2.827164892350332,-1.2938697973834437,1096.9597,421.52768,374.33508,668.07056,773.2351,167.24146,1096.959716796875
7991,682.5116,497.6642,96.22901,32.374275,1.9030265,-1.2128444,-1.5303546,-1.1723651,-1.1578982,0.19171333,-3.6431289,1.3513473,64.21874,25.797182,8.796132,5.6401725,22.571821212768555,0.9204707145690918,5.433645248413086,1308.779,3.115871,0.9825557470321655,-2.133315086364746,-2.450825333595276,-2.092835783958435,1443.9546,964.49963,567.9168,1459.4005,158.92839,674.52466,1459.4005126953125
8020,216.068,137.18755,116.66453,,3.1328456,0.78442276,-0.8598775,,0.58349663,-3.5238705,0.4457723,,21.88246,23.65769,7.3890295,,34.45106887817383,-0.21753551065921783,4.765945911407471,469.92007,2.348423,-2.9328041563378733,1.0019582659006119,-0.6423420161008835,,1359.9213,291.56042,,923.036,,,1359.9212646484375
8087,410.94113,289.77417,100.57646,90.14059,-1.546032,1.4707434,2.1762137,0.40516323,-1.1901008,2.177195,2.0736685,1.2960147,31.570204,13.165763,15.0072155,13.599306,37.484310150146484,-2.1918182373046875,-4.385679244995117,891.4324,-3.0167754,0.6457862854003906,-2.6206236521350306,-1.9151533285724085,2.596981465816498,1922.6943,1074.0549,691.2515,124.07961,224.31563,168.62903,1922.6943359375
8120,352.85764,196.44044,98.26035,46.443485,3.0687222,-0.06434989,0.16277707,1.3001754,-0.8896057,2.4119332,-2.8256338,1.5246247,71.97488,17.634827,15.074261,11.29142,45.276153564453125,-1.5799154043197632,3.769970417022705,694.00195,3.1330721,-1.6345476547824305,1.5155655145645142,1.742692470550537,2.880090832710266,1428.4169,571.694,445.1668,1896.4391,154.60635,592.6437,1896.4390869140625
8123,348.39835,222.74731,194.65712,76.05982,-0.3004064,2.5820112,2.6978076,-0.87063783,-0.90635943,2.494715,-2.3087013,-0.61511827,9.093582,16.568817,20.405748,0.0,31.156728744506836,-2.627490758895874,2.914597511291504,841.86255,-2.8824177,2.3270843625068665,-1.0736833254443567,-0.9578869978534144,1.756852924823761,1575.1676,653.8072,103.66736,2280.8604,642.73126,332.6524,2280.8603515625
8140,262.98618,207.04538,95.220924,31.812082,2.9859343,-0.18736207,-0.71538633,1.494964,-1.9444846,1.8493364,2.3775287,3.5410507,13.909501,13.194155,2.3770456,5.23553,9.359989166259766,0.41291651129722595,-5.393599510192871,597.0646,-3.109889,2.5730177462100983,-0.6002785861492157,-1.1283028423786163,1.0820474922657013,1590.5375,1389.1514,1420.1443,106.3949,197.01079,119.68187,1590.5374755859375
8180,271.72638,252.23988,106.383484,90.58489,-2.5133755,0.98368037,-0.38951993,2.2462409,-0.96497387,2.2133243,3.2542193,0.81414247,48.38493,12.821688,10.603505,18.573624,40.721397399902344,-1.3730798959732056,-4.6819329261779785,720.93463,2.7861295,-1.1402956247329712,2.356760263442993,0.9835599660873413,-2.663864556943075,1336.4005,1416.4163,390.1269,274.76263,296.91412,364.15347,1416.416259765625
